,Mode,GeneA,GeneB,Score
964,max,181057,181057,
965,max,183946,183946,
966,max,183940,183940,
967,max,189448,189448,
968,max,183942,183942,
969,max,179321,179321,
970,max,188360,188360,
971,max,173601,173601,
972,max,185729,185729,
973,max,185726,185726,
974,max,176548,176548,
975,max,172737,172737,
976,max,185721,185721,
977,max,177734,177734,
978,max,177736,177736,
979,max,177046,177046,
980,max,177045,177045,
981,max,177732,177732,
982,max,191220,191220,
983,max,181613,181613,
984,max,181610,181610,
985,max,186392,186392,
986,max,191559,191559,
987,max,176117,176117,
988,max,185623,185623,
989,max,191797,191797,
990,max,175720,175720,
991,max,175721,175721,
992,max,173748,173748,
993,max,172647,172647,
994,max,171998,171998,
995,max,184715,184715,
996,max,171995,171995,
997,max,174225,174225,
998,max,173744,173744,
999,max,172648,172648,
1000,max,173747,173747,
1001,max,189642,189642,
1002,max,175084,175084,
1003,max,3565860,3565860,
1004,max,191318,191318,
1005,max,190370,190370,
1006,max,175081,175081,
1007,max,178157,178157,
1008,max,175428,175428,
1009,max,187889,187889,
1010,max,175423,175423,
1011,max,172342,172342,
1012,max,175421,175421,
1013,max,191174,191174,
1014,max,172346,172346,
1015,max,191170,191170,
1016,max,176422,176422,
1017,max,176421,176421,
1018,max,173907,173907,
1019,max,176424,176424,
1020,max,172287,172287,
1021,max,188816,188816,
1022,max,185826,185826,
1023,max,185827,185827,
1024,max,173591,173591,
1025,max,181230,181230,
1026,max,176510,176510,
1027,max,190193,190193,
1028,max,181234,181234,
1029,max,187916,187916,
1030,max,172236,172236,
1031,max,172234,172234,
1032,max,172233,172233,
1033,max,187441,187441,
1034,max,178357,178357,
1035,max,176435,176435,
1036,max,187449,187449,
1037,max,175519,175519,
1038,max,172238,172238,
1039,max,182393,182393,
1040,max,176848,176848,
1041,max,172264,172264,
1042,max,176439,176439,
1043,max,176083,176083,
1044,max,176084,176084,
1045,max,179739,179739,
1046,max,176087,176087,
1047,max,176736,176736,
1048,max,176089,176089,
1049,max,176734,176734,
1050,max,179073,179073,
1051,max,176733,176733,
1052,max,176957,176957,
1053,max,176954,176954,
1054,max,176955,176955,
1055,max,176952,176952,
1056,max,174800,174800,
1057,max,179256,179256,
1058,max,179709,179709,
1059,max,178381,178381,
1060,max,172561,172561,
1061,max,175284,175284,
1062,max,179703,179703,
1063,max,178386,178386,
1064,max,191813,191813,
1065,max,174778,174778,
1066,max,174779,174779,
1067,max,178259,178259,
1068,max,175355,175355,
1069,max,175604,175604,
1070,max,174770,174770,
1071,max,174771,174771,
1072,max,179388,179388,
1073,max,179389,179389,
1074,max,178257,178257,
1075,max,178107,178107,
1076,max,179672,179672,
1077,max,179673,179673,
1078,max,179670,179670,
1079,max,179671,179671,
1080,max,179676,179676,
1081,max,175196,175196,
1082,max,175195,175195,
1083,max,179678,179678,
1084,max,179679,179679,
1085,max,173065,173065,
1086,max,178074,178074,
1087,max,178814,178814,
1088,max,183280,183280,
1089,max,173231,173231,
1090,max,180957,180957,
1091,max,180955,180955,
1092,max,174487,174487,
1093,max,174484,174484,
1094,max,179817,179817,
1095,max,187679,187679,
1096,max,174173,174173,
1097,max,174176,174176,
1098,max,174174,174174,
1099,max,246008,246008,
1100,max,182888,182888,
1101,max,179498,179498,
1102,max,175778,175778,
1103,max,175993,175993,
1104,max,175776,175776,
1105,max,175991,175991,
1106,max,179495,179495,
1107,max,179492,179492,
1108,max,179493,179493,
1109,max,175770,175770,
1110,max,184390,184390,
1111,max,171678,171678,
1112,max,171679,171679,
1113,max,178050,178050,
1114,max,178724,178724,
1115,max,173340,173340,
1116,max,172597,172597,
1117,max,175975,175975,
1118,max,175977,175977,
1119,max,175976,175976,
1120,max,180485,180485,
1121,max,175970,175970,
1122,max,175973,175973,
1123,max,189840,189840,
1124,max,177855,177855,
1125,max,190961,190961,
1126,max,173105,173105,
1127,max,266830,266830,
1128,max,174398,174398,
1129,max,174399,174399,
1130,max,180718,180718,
1131,max,174395,174395,
1132,max,174392,174392,
1133,max,174393,174393,
1134,max,178033,178033,
1135,max,174551,174551,
1136,max,186478,186478,
1137,max,174554,174554,
1138,max,174555,174555,
1139,max,174557,174557,
1140,max,174006,174006,
1141,max,174000,174000,
1142,max,172501,172501,
1143,max,174955,174955,
1144,max,182629,182629,
1145,max,172502,172502,
1146,max,172505,172505,
1147,max,174951,174951,
1148,max,188722,188722,
1149,max,174953,174953,
1150,max,182623,182623,
1151,max,180133,180133,
1152,max,174958,174958,
1153,max,174959,174959,
1154,max,190486,190486,
1155,max,181848,181848,
1156,max,177610,177610,
1157,max,177929,177929,
1158,max,173293,173293,
1159,max,177923,177923,
1160,max,173296,173296,
1161,max,177926,177926,
1162,max,177458,177458,
1163,max,183755,183755,
1164,max,189703,189703,
1165,max,183022,183022,
1166,max,189707,189707,
1167,max,177454,177454,
1168,max,177455,177455,
1169,max,180224,180224,
1170,max,180221,180221,
1171,max,180228,180228,
1172,max,173124,173124,
1173,max,173125,173125,
1174,max,174822,174822,
1175,max,174823,174823,
1176,max,188034,188034,
1177,max,174825,174825,
1178,max,174826,174826,
1179,max,172435,172435,
1180,max,172434,172434,
1181,max,189522,189522,
1182,max,172431,172431,
1183,max,172433,172433,
1184,max,3565590,3565590,
1185,max,177636,177636,
1186,max,177637,177637,
1187,max,181289,181289,
1188,max,177632,177632,
1189,max,178450,178450,
1190,max,181284,181284,
1191,max,181280,181280,
1192,max,181990,181990,
1193,max,181994,181994,
1194,max,190741,190741,
1195,max,181121,181121,
1196,max,181999,181999,
1197,max,174421,174421,
1198,max,181267,181267,
1199,max,181265,181265,
1200,max,181260,181260,
1201,max,181261,181261,
1202,max,172591,172591,
1203,max,174687,174687,
1204,max,177146,177146,
1205,max,181268,181268,
1206,max,182401,182401,
1207,max,175118,175118,
1208,max,171858,171858,
1209,max,178458,178458,
1210,max,171856,171856,
1211,max,175449,175449,
1212,max,173932,173932,
1213,max,189459,189459,
1214,max,171853,171853,
1215,max,172728,172728,
1216,max,173632,173632,
1217,max,173637,173637,
1218,max,192056,192056,
1219,max,185757,185757,
1220,max,172726,172726,
1221,max,177701,177701,
1222,max,181669,181669,
1223,max,177704,177704,
1224,max,188432,188432,
1225,max,177706,177706,
1226,max,175112,175112,
1227,max,181190,181190,
1228,max,181191,181191,
1229,max,181661,181661,
1230,max,181666,181666,
1231,max,181195,181195,
1232,max,181664,181664,
1233,max,176649,176649,
1234,max,175441,175441,
1235,max,173754,173754,
1236,max,186872,186872,
1237,max,185634,185634,
1238,max,173750,173750,
