,Mode,GeneA,GeneB,Score
1139,max,834229,15101,
1140,max,830025,70239,
1141,max,830024,66310,
1142,max,825207,66313,
1143,max,825201,17984,
1144,max,834224,66317,
1145,max,834227,407831,
1146,max,819407,11443,
1147,max,819400,18510,
1148,max,819401,14814,
1149,max,819403,18080,
1150,max,819408,71766,
1151,max,819409,229504,
1152,max,828492,14813,
1153,max,817114,67772,
1154,max,817111,67773,
1155,max,828498,18088,
1156,max,828942,18089,
1157,max,828945,68259,
1158,max,838906,76233,
1159,max,817806,229277,
1160,max,838904,67952,
1161,max,835174,19192,
1162,max,838907,12590,
1163,max,842414,14811,
1164,max,842411,12592,
1165,max,832771,66131,
1166,max,832770,13866,
1167,max,832773,18515,
1168,max,832772,13860,
1169,max,839506,12848,
1170,max,839505,217124,
1171,max,833828,22223,
1172,max,833829,12842,
1173,max,836675,16688,
1174,max,836671,22066,
1175,max,833821,54392,
1176,max,825026,330323,
1177,max,816609,16418,
1178,max,818448,319594,
1179,max,818447,14527,
1180,max,831087,76856,
1181,max,828542,231580,
1182,max,816603,14528,
1183,max,821455,107045,
1184,max,821456,240641,
1185,max,821325,68566,
1186,max,824131,28080,
1187,max,821320,234214,
1188,max,821453,66226,
1189,max,820499,55978,
1190,max,820325,28088,
1191,max,820327,100042427,
1192,max,820326,77125,
1193,max,827441,22627,
1194,max,827116,22629,
1195,max,827442,22628,
1196,max,832195,214742,
1197,max,839503,226352,
1198,max,832196,217431,
1199,max,825473,52822,
1200,max,834094,319204,
1201,max,838467,232906,
1202,max,820140,50995,
1203,max,820142,14121,
1204,max,820144,12447,
1205,max,820146,12444,
1206,max,837104,12445,
1207,max,838462,12443,
1208,max,824790,69654,
1209,max,824793,27007,
1210,max,824796,93742,
1211,max,824799,213539,
1212,max,841298,103583,
1213,max,830592,328971,
1214,max,840472,245000,
1215,max,840471,19899,
1216,max,840476,224116,
1217,max,830598,56722,
1218,max,823369,19339,
1219,max,826799,19164,
1220,max,830841,74053,
1221,max,830840,433326,
1222,max,830843,320678,
1223,max,826796,19165,
1224,max,830846,107823,
1225,max,836856,18104,
1226,max,824862,19334,
1227,max,835546,22283,
1228,max,828378,13644,
1229,max,828371,13642,
1230,max,828377,13641,
1231,max,826427,22284,
1232,max,836673,22289,
1233,max,841870,22288,
1234,max,841872,628060,
1235,max,841873,78920,
1236,max,841878,13649,
1237,max,819232,13885,
